ID,age,age_range,gender,education,AGR_raw,CON_raw,EXT_raw,NEU_raw,OPE_raw,educ,ethnic,region,clin_status,A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5
200476,19,19 to 24 yo,female,3,21,19,17,13,21,some_college,white,south,typ,very_inaccurate,slightly_inaccurate,moderately_accurate,very_accurate,very_accurate,slightly_inaccurate,moderately_accurate,slightly_accurate,moderately_inaccurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,very_accurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_inaccurate
200477,23,19 to 24 yo,female,5,22,20,19,14,17,BA_plus,other,south,typ,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,very_accurate,slightly_inaccurate,moderately_inaccurate,very_accurate,slightly_inaccurate,very_accurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,very_inaccurate,moderately_inaccurate,slightly_inaccurate,slightly_inaccurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,very_accurate,moderately_inaccurate
200478,20,19 to 24 yo,male,3,25,25,25,25,25,some_college,white,northeast,clin,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate
200479,27,25 to 39 yo,female,3,24,18,14,18,19,some_college,black,west,clin,moderately_inaccurate,moderately_accurate,very_accurate,very_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,very_inaccurate,moderately_inaccurate,slightly_accurate,moderately_accurate,moderately_inaccurate,moderately_accurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_accurate,very_accurate,slightly_inaccurate
200480,23,19 to 24 yo,male,3,19,18,18,13,21,some_college,white,midwest,typ,moderately_accurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,very_accurate,slightly_inaccurate,very_accurate,very_inaccurate,moderately_inaccurate,slightly_accurate,very_inaccurate,slightly_accurate,slightly_inaccurate,very_accurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_accurate,very_inaccurate,very_accurate,very_inaccurate,very_accurate,very_accurate,moderately_inaccurate
200481,21,19 to 24 yo,male,5,24,20,23,10,17,BA_plus,white,northeast,typ,moderately_inaccurate,very_accurate,moderately_accurate,very_accurate,moderately_accurate,very_accurate,very_accurate,very_accurate,very_inaccurate,very_inaccurate,moderately_accurate,very_inaccurate,moderately_accurate,very_accurate,very_accurate,very_inaccurate,very_inaccurate,very_inaccurate,very_accurate,very_inaccurate,moderately_accurate,very_inaccurate,moderately_accurate,moderately_accurate,very_inaccurate
200482,21,19 to 24 yo,female,3,22,17,18,7,18,some_college,white,west,typ,moderately_inaccurate,moderately_accurate,moderately_accurate,very_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,very_inaccurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,very_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate
200483,27,25 to 39 yo,female,3,22,18,20,21,20,some_college,white,south,clin,moderately_inaccurate,moderately_accurate,moderately_accurate,very_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_inaccurate,very_accurate,very_inaccurate,moderately_accurate,very_accurate,moderately_inaccurate
200484,34,25 to 39 yo,female,5,20,16,19,12,19,BA_plus,black,northeast,typ,very_inaccurate,very_accurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_inaccurate,very_accurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,slightly_accurate,moderately_inaccurate,moderately_accurate,very_accurate,moderately_inaccurate
200485,44,40 yo or older,female,5,17,22,23,15,22,BA_plus,white,midwest,typ,moderately_inaccurate,moderately_inaccurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_accurate,slightly_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_accurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,moderately_inaccurate,very_accurate,moderately_inaccurate,very_accurate,very_accurate,moderately_inaccurate
200486,27,25 to 39 yo,male,3,18,20,16,10,16,some_college,white,south,typ,moderately_inaccurate,slightly_inaccurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,moderately_accurate,slightly_accurate,very_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,very_inaccurate,moderately_inaccurate,very_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate
200487,25,25 to 39 yo,female,4,24,19,20,21,18,BA_plus,white,midwest,typ,very_inaccurate,very_accurate,very_accurate,very_accurate,moderately_accurate,very_accurate,very_accurate,moderately_accurate,very_inaccurate,very_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,moderately_accurate,very_accurate,moderately_inaccurate,very_accurate,moderately_accurate,moderately_inaccurate,moderately_accurate,moderately_accurate,very_inaccurate
200488,25,25 to 39 yo,female,4,26,20,25,24,20,BA_plus,hispanic,northeast,typ,slightly_inaccurate,very_accurate,very_accurate,very_accurate,moderately_accurate,moderately_accurate,very_accurate,very_accurate,moderately_inaccurate,very_inaccurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,very_accurate,very_accurate,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_inaccurate,moderately_accurate,very_accurate,moderately_inaccurate
200489,26,25 to 39 yo,male,3,17,20,21,24,22,some_college,hispanic,south,typ,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_accurate,very_accurate,slightly_accurate
200490,21,19 to 24 yo,male,3,23,25,18,13,21,some_college,asian,northeast,typ,moderately_accurate,moderately_accurate,slightly_accurate,moderately_accurate,slightly_accurate,very_accurate,very_accurate,very_accurate,very_inaccurate,very_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,very_inaccurate,very_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,very_accurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate
200491,39,25 to 39 yo,female,3,25,17,19,10,15,some_college,white,south,typ,slightly_accurate,moderately_accurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,very_accurate,moderately_accurate,very_inaccurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,slightly_accurate,moderately_inaccurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate
200492,44,40 yo or older,female,3,20,19,19,15,18,some_college,hispanic,south,typ,very_inaccurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,very_accurate,very_inaccurate,very_inaccurate,moderately_inaccurate,very_inaccurate,moderately_accurate,very_accurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,very_inaccurate,moderately_accurate,moderately_accurate,moderately_inaccurate
200493,21,19 to 24 yo,female,2,20,17,17,16,16,HS_grad,asian,south,typ,slightly_inaccurate,moderately_accurate,moderately_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate
200494,45,40 yo or older,male,4,17,15,14,15,18,BA_plus,hispanic,west,typ,moderately_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,moderately_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,very_inaccurate,moderately_accurate,moderately_accurate,moderately_inaccurate
200495,24,19 to 24 yo,male,1,22,22,19,11,18,no_HS,white,midwest,typ,very_inaccurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,very_inaccurate,moderately_accurate,very_accurate,very_inaccurate,moderately_inaccurate,moderately_accurate,very_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,very_inaccurate,moderately_accurate,very_inaccurate,moderately_accurate,very_accurate,very_inaccurate
200496,19,19 to 24 yo,female,3,22,16,19,7,18,some_college,black,midwest,typ,very_inaccurate,very_accurate,very_accurate,moderately_accurate,slightly_accurate,moderately_accurate,slightly_inaccurate,moderately_accurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_accurate,very_inaccurate,very_inaccurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,moderately_inaccurate,slightly_accurate,very_accurate,moderately_inaccurate
200497,23,19 to 24 yo,female,3,25,19,14,6,24,some_college,white,west,clin,very_inaccurate,very_accurate,very_accurate,very_accurate,very_accurate,very_accurate,slightly_accurate,very_accurate,very_inaccurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,very_accurate,slightly_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,very_accurate,very_accurate
200498,32,25 to 39 yo,female,3,22,20,20,20,21,some_college,hispanic,south,typ,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,very_accurate,very_accurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,very_accurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_accurate,very_accurate,moderately_accurate,very_inaccurate
200499,39,25 to 39 yo,female,3,22,17,21,17,18,some_college,white,northeast,typ,slightly_accurate,slightly_accurate,moderately_accurate,slightly_accurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,slightly_accurate,very_accurate,moderately_inaccurate,slightly_accurate,moderately_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate
200500,56,40 yo or older,female,5,22,18,16,7,20,BA_plus,white,west,typ,very_inaccurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,moderately_accurate,moderately_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_inaccurate
200501,32,25 to 39 yo,female,4,24,22,22,17,20,BA_plus,white,midwest,typ,very_inaccurate,moderately_accurate,very_accurate,very_accurate,very_accurate,very_accurate,very_accurate,moderately_accurate,very_inaccurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,very_accurate,moderately_accurate,very_accurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_inaccurate,very_inaccurate,very_accurate,very_inaccurate,very_accurate,moderately_accurate,moderately_inaccurate
200502,17,18 yo or younger,female,1,22,18,19,26,20,no_HS,black,south,typ,very_inaccurate,moderately_accurate,very_accurate,very_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,moderately_accurate,very_accurate,moderately_inaccurate
200503,25,25 to 39 yo,female,4,18,21,22,21,19,BA_plus,hispanic,midwest,typ,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,very_accurate,moderately_accurate,slightly_accurate,moderately_accurate,slightly_inaccurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_inaccurate,slightly_accurate,very_accurate,slightly_inaccurate
200504,28,25 to 39 yo,male,3,13,16,19,16,23,some_college,hispanic,midwest,typ,moderately_inaccurate,slightly_accurate,very_inaccurate,very_inaccurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,very_inaccurate,slightly_accurate,moderately_accurate,very_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,very_accurate,moderately_accurate,slightly_accurate,very_accurate,moderately_inaccurate
200505,15,18 yo or younger,female,1,23,22,19,9,21,no_HS,hispanic,northeast,typ,moderately_inaccurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,very_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,very_accurate,moderately_accurate,moderately_accurate,slightly_accurate,very_inaccurate
200506,24,19 to 24 yo,male,1,20,16,17,9,18,no_HS,hispanic,west,clin,moderately_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,slightly_inaccurate,very_inaccurate,moderately_accurate,very_inaccurate,very_accurate,slightly_accurate,moderately_inaccurate
200507,22,19 to 24 yo,female,3,24,19,19,20,15,some_college,hispanic,south,clin,very_inaccurate,very_accurate,very_accurate,very_accurate,moderately_accurate,moderately_accurate,slightly_accurate,very_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,very_accurate,slightly_inaccurate,moderately_accurate,very_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,slightly_inaccurate,moderately_accurate,slightly_inaccurate,slightly_inaccurate,very_inaccurate
200508,24,19 to 24 yo,female,3,17,17,16,23,18,some_college,hispanic,midwest,typ,very_inaccurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,very_inaccurate,slightly_accurate,moderately_inaccurate,moderately_accurate,very_inaccurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,moderately_accurate,moderately_accurate,very_inaccurate
200509,29,25 to 39 yo,female,3,24,21,19,14,16,some_college,white,midwest,typ,very_inaccurate,very_accurate,very_accurate,moderately_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,slightly_accurate,very_inaccurate,very_inaccurate,very_accurate,very_accurate,moderately_accurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,very_inaccurate,very_accurate,slightly_accurate,very_inaccurate
200510,74,40 yo or older,male,5,14,18,20,10,20,BA_plus,hispanic,west,typ,slightly_accurate,slightly_inaccurate,very_inaccurate,very_inaccurate,moderately_accurate,very_accurate,very_accurate,slightly_accurate,very_inaccurate,very_inaccurate,very_accurate,moderately_inaccurate,very_accurate,very_inaccurate,moderately_accurate,slightly_accurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,very_inaccurate,very_accurate,very_inaccurate,very_accurate,very_accurate,very_inaccurate
200511,40,40 yo or older,male,2,23,18,15,8,18,HS_grad,hispanic,midwest,typ,very_inaccurate,very_accurate,slightly_accurate,very_accurate,very_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,moderately_accurate,moderately_inaccurate,very_inaccurate,very_inaccurate,slightly_inaccurate,very_accurate,slightly_accurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,moderately_accurate,very_inaccurate,moderately_accurate,moderately_accurate,moderately_inaccurate
200512,18,18 yo or younger,male,1,14,20,17,12,18,no_HS,hispanic,south,typ,moderately_inaccurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,moderately_inaccurate,moderately_accurate,very_accurate,very_inaccurate
200513,53,40 yo or older,female,2,22,20,14,8,22,HS_grad,hispanic,northeast,typ,moderately_inaccurate,moderately_accurate,moderately_accurate,slightly_accurate,very_accurate,moderately_accurate,slightly_inaccurate,very_accurate,moderately_inaccurate,slightly_accurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,very_inaccurate,slightly_accurate,very_inaccurate,very_inaccurate,very_inaccurate,slightly_inaccurate,moderately_inaccurate,very_accurate,slightly_accurate,slightly_accurate,very_accurate,moderately_inaccurate
200514,45,40 yo or older,female,5,22,23,20,15,26,BA_plus,white,midwest,typ,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,very_accurate,moderately_accurate,very_accurate,very_accurate,slightly_inaccurate
200515,25,25 to 39 yo,female,4,22,16,18,18,18,BA_plus,white,midwest,typ,moderately_inaccurate,very_accurate,very_accurate,slightly_inaccurate,moderately_accurate,very_accurate,slightly_inaccurate,moderately_accurate,very_inaccurate,very_inaccurate,slightly_inaccurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,moderately_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,moderately_accurate,very_inaccurate,moderately_accurate,moderately_accurate,moderately_inaccurate
200516,28,25 to 39 yo,female,3,23,21,18,9,24,some_college,hispanic,midwest,typ,very_inaccurate,very_accurate,very_accurate,very_accurate,slightly_accurate,very_accurate,very_accurate,very_accurate,very_inaccurate,moderately_inaccurate,very_inaccurate,very_inaccurate,slightly_accurate,very_accurate,very_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,moderately_inaccurate,very_accurate,very_inaccurate,very_accurate,very_accurate,moderately_accurate
200517,53,40 yo or older,female,2,21,17,16,18,21,HS_grad,black,midwest,clin,moderately_inaccurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,slightly_accurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_accurate,very_accurate,moderately_inaccurate
200518,28,25 to 39 yo,male,3,25,19,19,6,19,some_college,white,midwest,clin,very_inaccurate,very_accurate,very_accurate,very_accurate,very_accurate,very_accurate,very_accurate,moderately_accurate,very_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,moderately_accurate,very_accurate,very_accurate,very_inaccurate,moderately_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,very_accurate,very_inaccurate,very_accurate,moderately_accurate,very_inaccurate
200519,52,40 yo or older,female,4,20,16,19,7,19,BA_plus,black,south,typ,very_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,moderately_inaccurate,moderately_accurate,very_inaccurate,moderately_inaccurate,very_inaccurate,very_inaccurate,moderately_inaccurate,slightly_accurate,moderately_inaccurate,moderately_accurate,very_accurate,moderately_inaccurate
200520,31,25 to 39 yo,female,4,19,18,20,21,18,BA_plus,white,west,typ,moderately_inaccurate,slightly_accurate,slightly_accurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_inaccurate,moderately_accurate,slightly_inaccurate
200521,23,19 to 24 yo,female,3,26,19,18,17,18,some_college,asian,midwest,clin,slightly_inaccurate,very_accurate,very_accurate,very_accurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,very_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,slightly_accurate,moderately_inaccurate,moderately_accurate,very_accurate,very_inaccurate
200522,27,25 to 39 yo,female,2,26,15,20,10,24,HS_grad,white,south,typ,slightly_accurate,very_accurate,moderately_accurate,very_accurate,moderately_accurate,slightly_accurate,slightly_accurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,moderately_accurate,very_accurate,very_accurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,very_accurate,moderately_inaccurate,very_accurate,moderately_accurate,moderately_accurate
200523,20,19 to 24 yo,male,3,25,23,20,7,21,some_college,hispanic,midwest,typ,slightly_inaccurate,moderately_accurate,moderately_accurate,very_accurate,very_accurate,moderately_accurate,moderately_accurate,very_accurate,slightly_inaccurate,slightly_accurate,moderately_inaccurate,very_inaccurate,very_accurate,moderately_accurate,very_accurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,very_inaccurate,very_accurate,moderately_inaccurate,very_accurate,very_accurate,very_inaccurate
200524,19,19 to 24 yo,male,3,24,21,19,17,20,some_college,white,south,typ,slightly_accurate,moderately_accurate,moderately_accurate,very_accurate,slightly_accurate,very_accurate,very_accurate,very_accurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_inaccurate,slightly_accurate,slightly_accurate,very_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,very_accurate,very_accurate,very_inaccurate
200525,34,25 to 39 yo,female,3,20,19,20,16,21,some_college,white,midwest,clin,very_inaccurate,very_accurate,slightly_accurate,slightly_accurate,moderately_accurate,moderately_accurate,moderately_accurate,very_accurate,moderately_inaccurate,very_inaccurate,slightly_accurate,moderately_inaccurate,slightly_accurate,very_accurate,slightly_accurate,moderately_inaccurate,moderately_accurate,moderately_accurate,slightly_inaccurate,very_inaccurate,slightly_accurate,slightly_accurate,slightly_accurate,very_accurate,slightly_inaccurate
200526,26,25 to 39 yo,female,4,22,19,14,9,15,BA_plus,white,northeast,typ,moderately_inaccurate,moderately_accurate,slightly_accurate,very_accurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,very_inaccurate,slightly_accurate,slightly_inaccurate,slightly_accurate,very_inaccurate,slightly_accurate,moderately_inaccurate,very_inaccurate,very_inaccurate,slightly_accurate,very_inaccurate,moderately_accurate,slightly_accurate,very_inaccurate
200527,19,19 to 24 yo,female,3,22,17,20,18,18,some_college,hispanic,midwest,typ,very_inaccurate,moderately_accurate,moderately_accurate,very_accurate,moderately_accurate,moderately_accurate,slightly_accurate,moderately_accurate,moderately_inaccurate,very_inaccurate,very_inaccurate,slightly_inaccurate,moderately_accurate,very_accurate,moderately_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,moderately_accurate,slightly_inaccurate,slightly_accurate,slightly_accurate,moderately_inaccurate
200528,21,19 to 24 yo,female,3,25,19,19,13,20,some_college,asian,midwest,clin,moderately_inaccurate,very_accurate,very_accurate,very_accurate,moderately_accurate,moderately_accurate,slightly_accurate,very_accurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_accurate,moderately_inaccurate,slightly_inaccurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,slightly_accurate,slightly_inaccurate,slightly_accurate,very_accurate,slightly_inaccurate
200529,33,25 to 39 yo,female,5,26,21,19,8,22,BA_plus,hispanic,west,clin,moderately_inaccurate,very_accurate,very_accurate,very_accurate,very_accurate,moderately_accurate,very_accurate,very_accurate,slightly_inaccurate,very_inaccurate,very_inaccurate,very_inaccurate,very_accurate,very_accurate,moderately_accurate,very_inaccurate,very_inaccurate,moderately_inaccurate,moderately_inaccurate,moderately_inaccurate,very_accurate,slightly_accurate,slightly_accurate,very_accurate,moderately_inaccurate
200530,21,19 to 24 yo,female,3,19,15,19,9,20,some_college,white,south,clin,very_inaccurate,very_accurate,moderately_accurate,moderately_inaccurate,moderately_accurate,moderately_accurate,moderately_inaccurate,slightly_accurate,moderately_inaccurate,moderately_inaccurate,slightly_accurate,moderately_inaccurate,slightly_inaccurate,moderately_accurate,moderately_accurate,very_inaccurate,slightly_accurate,moderately_inaccurate,very_inaccurate,very_inaccurate,moderately_accurate,slightly_inaccurate,moderately_accurate,slightly_inaccurate,slightly_accurate
